# allkeys-17.0.0.txt
# Date: 2025-07-23, 12:12:03 GMT
# Copyright 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/copyright.html
#
# This file defines the Default Unicode Collation Element Table
#   (DUCET) for the Unicode Collation Algorithm
#
# See UTS #10, Unicode Collation Algorithm, for more information.
#
# Diagnostic weight ranges
# Primary weight range:   0200..73C2 (29123)
# Secondary weight range: 0020..0127 (264)
# Variant secondaries:    011F..0127 (9)
# Tertiary weight range:  0002..001F (30)
#
@version 17.0.0

@implicitweights 17000..187FF; FB00 # Tangut
10CAB ; [.424D.0020.000A][.0000.011F.0004] # OLD HUNGARIAN CAPITAL LETTER UU
10CEC ; [.424E.0020.0002] # OLD HUNGARIAN SMALL LETTER NIKOLSBURG UE
10CAC ; [.424E.0020.0008] # OLD HUNGARIAN CAPITAL LETTER NIKOLSBURG UE
10CED ; [.424E.0020.0004][.0000.011F.0004] # OLD HUNGARIAN SMALL LETTER RUDIMENTA UE
10CAD ; [.424E.0020.000A][.0000.011F.0004] # OLD HUNGARIAN CAPITAL LETTER RUDIMENTA UE
10CEE ; [.424F.0020.0002] # OLD HUNGARIAN SMALL LETTER EV
10CAE ; [.424F.0020.0008] # OLD HUNGARIAN CAPITAL LETTER EV
10CEF ; [.4250.0020.0002] # OLD HUNGARIAN SMALL LETTER EZ
10CAF ; [.4250.0020.0008] # OLD HUNGARIAN CAPITAL LETTER EZ
10CF0 ; [.4251.0020.0002] # OLD HUNGARIAN SMALL LETTER EZS
10CB0 ; [.4251.0020.0008] # OLD HUNGARIAN CAPITAL LETTER EZS
10CF1 ; [.4252.0020.0002] # OLD HUNGARIAN SMALL LETTER ENT-SHAPED SIGN
10CB1 ; [.4252.0020.0008] # OLD HUNGARIAN CAPITAL LETTER ENT-SHAPED SIGN
10CF2 ; [.4253.0020.0002] # OLD HUNGARIAN SMALL LETTER US
10CB2 ; [.4253.0020.0008] # OLD HUNGARIAN CAPITAL LETTER US
10C00 ; [.4254.0020.0002] # OLD TURKIC LETTER ORKHON A
10C01 ; [.4254.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI A
10C02 ; [.4255.0020.0002] # OLD TURKIC LETTER YENISEI AE
10C03 ; [.4256.0020.0002] # OLD TURKIC LETTER ORKHON I
10C04 ; [.4256.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI I
10C05 ; [.4257.0020.0002] # OLD TURKIC LETTER YENISEI E
10C06 ; [.4258.0020.0002] # OLD TURKIC LETTER ORKHON O
10C07 ; [.4259.0020.0002] # OLD TURKIC LETTER ORKHON OE
10C08 ; [.4259.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI OE
10C09 ; [.425A.0020.0002] # OLD TURKIC LETTER ORKHON AB
10C0A ; [.425A.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI AB
10C0B ; [.425B.0020.0002] # OLD TURKIC LETTER ORKHON AEB
10C0C ; [.425B.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI AEB
10C0D ; [.425C.0020.0002] # OLD TURKIC LETTER ORKHON AG
10C0E ; [.425C.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI AG
10C0F ; [.425D.0020.0002] # OLD TURKIC LETTER ORKHON AEG
10C10 ; [.425D.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI AEG
10C11 ; [.425E.0020.0002] # OLD TURKIC LETTER ORKHON AD
10C12 ; [.425E.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI AD
10C13 ; [.425F.0020.0002] # OLD TURKIC LETTER ORKHON AED
10C14 ; [.4260.0020.0002] # OLD TURKIC LETTER ORKHON EZ
10C15 ; [.4260.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI EZ
10C16 ; [.4261.0020.0002] # OLD TURKIC LETTER ORKHON AY
10C17 ; [.4261.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI AY
10C18 ; [.4262.0020.0002] # OLD TURKIC LETTER ORKHON AEY
10C19 ; [.4262.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI AEY
10C1A ; [.4263.0020.0002] # OLD TURKIC LETTER ORKHON AEK
10C1B ; [.4263.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI AEK
10C1C ; [.4264.0020.0002] # OLD TURKIC LETTER ORKHON OEK
10C1D ; [.4264.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI OEK
10C1E ; [.4265.0020.0002] # OLD TURKIC LETTER ORKHON AL
10C1F ; [.4265.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI AL
10C20 ; [.4266.0020.0002] # OLD TURKIC LETTER ORKHON AEL
10C21 ; [.4267.0020.0002] # OLD TURKIC LETTER ORKHON ELT
10C22 ; [.4268.0020.0002] # OLD TURKIC LETTER ORKHON EM
10C23 ; [.4269.0020.0002] # OLD TURKIC LETTER ORKHON AN
10C24 ; [.426A.0020.0002] # OLD TURKIC LETTER ORKHON AEN
10C25 ; [.426A.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI AEN
10C26 ; [.426B.0020.0002] # OLD TURKIC LETTER ORKHON ENT
10C27 ; [.426B.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI ENT
10C28 ; [.426C.0020.0002] # OLD TURKIC LETTER ORKHON ENC
10C29 ; [.426C.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI ENC
10C2A ; [.426D.0020.0002] # OLD TURKIC LETTER ORKHON ENY
10C2B ; [.426D.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI ENY
10C2C ; [.426E.0020.0002] # OLD TURKIC LETTER YENISEI ANG
10C2D ; [.426F.0020.0002] # OLD TURKIC LETTER ORKHON ENG
10C2E ; [.426F.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI AENG
10C2F ; [.4270.0020.0002] # OLD TURKIC LETTER ORKHON EP
10C30 ; [.4271.0020.0002] # OLD TURKIC LETTER ORKHON OP
10C31 ; [.4272.0020.0002] # OLD TURKIC LETTER ORKHON IC
10C32 ; [.4273.0020.0002] # OLD TURKIC LETTER ORKHON EC
10C33 ; [.4273.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI EC
10C34 ; [.4274.0020.0002] # OLD TURKIC LETTER ORKHON AQ
10C35 ; [.4274.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI AQ
10C36 ; [.4275.0020.0002] # OLD TURKIC LETTER ORKHON IQ
10C37 ; [.4275.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI IQ
10C38 ; [.4276.0020.0002] # OLD TURKIC LETTER ORKHON OQ
10C39 ; [.4276.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI OQ
10C3A ; [.4277.0020.0002] # OLD TURKIC LETTER ORKHON AR
10C3B ; [.4277.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI AR
10C3C ; [.4278.0020.0002] # OLD TURKIC LETTER ORKHON AER
10C3D ; [.4279.0020.0002] # OLD TURKIC LETTER ORKHON AS
10C3E ; [.427A.0020.0002] # OLD TURKIC LETTER ORKHON AES
10C3F ; [.427B.0020.0002] # OLD TURKIC LETTER ORKHON ASH
10C40 ; [.427B.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI ASH
10C41 ; [.427C.0020.0002] # OLD TURKIC LETTER ORKHON ESH
10C42 ; [.427C.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI ESH
10C43 ; [.427D.0020.0002] # OLD TURKIC LETTER ORKHON AT
10C44 ; [.427D.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI AT
10C45 ; [.427E.0020.0002] # OLD TURKIC LETTER ORKHON AET
10C46 ; [.427E.0020.0004][.0000.011F.0004] # OLD TURKIC LETTER YENISEI AET
10C47 ; [.427F.0020.0002] # OLD TURKIC LETTER ORKHON OT
10C48 ; [.4280.0020.0002] # OLD TURKIC LETTER ORKHON BASH
A500  ; [.4281.0020.0002] # VAI SYLLABLE EE
A501  ; [.4282.0020.0002] # VAI SYLLABLE EEN
A502  ; [.4283.0020.0002] # VAI SYLLABLE HEE
A503  ; [.4284.0020.0002] # VAI SYLLABLE WEE
A504  ; [.4285.0020.0002] # VAI SYLLABLE WEEN
A505  ; [.4286.0020.0002] # VAI SYLLABLE PEE
A506  ; [.4287.0020.0002] # VAI SYLLABLE BHEE
A507  ; [.4288.0020.0002] # VAI SYLLABLE BEE
A508  ; [.4289.0020.0002] # VAI SYLLABLE MBEE
A509  ; [.428A.0020.0002] # VAI SYLLABLE KPEE
A50A  ; [.428B.0020.0002] # VAI SYLLABLE MGBEE
A50B  ; [.428C.0020.0002] # VAI SYLLABLE GBEE
A50C  ; [.428D.0020.0002] # VAI SYLLABLE FEE
A613  ; [.428D.0020.0004][.438C.0020.0004] # VAI SYMBOL FEENG
A50D  ; [.428E.0020.0002] # VAI SYLLABLE VEE
A50E  ; [.428F.0020.0002] # VAI SYLLABLE TEE
A50F  ; [.4290.0020.0002] # VAI SYLLABLE THEE
A510  ; [.4291.0020.0002] # VAI SYLLABLE DHEE
A511  ; [.4292.0020.0002] # VAI SYLLABLE DHHEE
A512  ; [.4293.0020.0002] # VAI SYLLABLE LEE
A513  ; [.4294.0020.0002] # VAI SYLLABLE REE
A514  ; [.4295.0020.0002] # VAI SYLLABLE DEE
A515  ; [.4296.0020.0002] # VAI SYLLABLE NDEE
A516  ; [.4297.0020.0002] # VAI SYLLABLE SEE
A517  ; [.4298.0020.0002] # VAI SYLLABLE SHEE
A518  ; [.4299.0020.0002] # VAI SYLLABLE ZEE
A519  ; [.429A.0020.0002] # VAI SYLLABLE ZHEE
A51A  ; [.429B.0020.0002] # VAI SYLLABLE CEE
A51B  ; [.429C.0020.0002] # VAI SYLLABLE JEE
A51C  ; [.429D.0020.0002] # VAI SYLLABLE NJEE
A51D  ; [.429E.0020.0002] # VAI SYLLABLE YEE
A51E  ; [.429F.0020.0002] # VAI SYLLABLE KEE
A614  ; [.429F.0020.0004][.438C.0020.0004] # VAI SYMBOL KEENG
A51F  ; [.42A0.0020.0002] # VAI SYLLABLE NGGEE
A520  ; [.42A1.0020.0002] # VAI SYLLABLE GEE
A521  ; [.42A2.0020.0002] # VAI SYLLABLE MEE
A522  ; [.42A3.0020.0002] # VAI SYLLABLE NEE
A523  ; [.42A4.0020.0002] # VAI SYLLABLE NYEE
A524  ; [.42A5.0020.0002] # VAI SYLLABLE I
A525  ; [.42A6.0020.0002] # VAI SYLLABLE IN
A526  ; [.42A7.0020.0002] # VAI SYLLABLE HI
A527  ; [.42A8.0020.0002] # VAI SYLLABLE HIN
A528  ; [.42A9.0020.0002] # VAI SYLLABLE WI
A529  ; [.42AA.0020.0002] # VAI SYLLABLE WIN
A52A  ; [.42AB.0020.0002] # VAI SYLLABLE PI
A52B  ; [.42AC.0020.0002] # VAI SYLLABLE BHI
A52C  ; [.42AD.0020.0002] # VAI SYLLABLE BI
A52D  ; [.42AE.0020.0002] # VAI SYLLABLE MBI
A52E  ; [.42AF.0020.0002] # VAI SYLLABLE KPI
A52F  ; [.42B0.0020.0002] # VAI SYLLABLE MGBI
A530  ; [.42B1.0020.0002] # VAI SYLLABLE GBI
A531  ; [.42B2.0020.0002] # VAI SYLLABLE FI
A532  ; [.42B3.0020.0002] # VAI SYLLABLE VI
A533  ; [.42B4.0020.0002] # VAI SYLLABLE TI
A615  ; [.42B4.0020.0004][.438C.0020.0004] # VAI SYMBOL TING
A534  ; [.42B5.0020.0002] # VAI SYLLABLE THI
A535  ; [.42B6.0020.0002] # VAI SYLLABLE DHI
A536  ; [.42B7.0020.0002] # VAI SYLLABLE DHHI
A537  ; [.42B8.0020.0002] # VAI SYLLABLE LI
A538  ; [.42B9.0020.0002] # VAI SYLLABLE RI
A539  ; [.42BA.0020.0002] # VAI SYLLABLE DI
A53A  ; [.42BB.0020.0002] # VAI SYLLABLE NDI
A53B  ; [.42BC.0020.0002] # VAI SYLLABLE SI
A53C  ; [.42BD.0020.0002] # VAI SYLLABLE SHI
A53D  ; [.42BE.0020.0002] # VAI SYLLABLE ZI
A53E  ; [.42BF.0020.0002] # VAI SYLLABLE ZHI
A53F  ; [.42C0.0020.0002] # VAI SYLLABLE CI
A540  ; [.42C1.0020.0002] # VAI SYLLABLE JI
A541  ; [.42C2.0020.0002] # VAI SYLLABLE NJI
A542  ; [.42C3.0020.0002] # VAI SYLLABLE YI
A543  ; [.42C4.0020.0002] # VAI SYLLABLE KI
A544  ; [.42C5.0020.0002] # VAI SYLLABLE NGGI
A545  ; [.42C6.0020.0002] # VAI SYLLABLE GI
A546  ; [.42C7.0020.0002] # VAI SYLLABLE MI
A547  ; [.42C8.0020.0002] # VAI SYLLABLE NI
A616  ; [.42C8.0020.0004][.438D.0020.0004] # VAI SYMBOL NII
A548  ; [.42C9.0020.0002] # VAI SYLLABLE NYI
A549  ; [.42CA.0020.0002] # VAI SYLLABLE A
A54A  ; [.42CB.0020.0002] # VAI SYLLABLE AN
A54B  ; [.42CC.0020.0002] # VAI SYLLABLE NGAN
A54C  ; [.42CD.0020.0002] # VAI SYLLABLE HA
A54D  ; [.42CE.0020.0002] # VAI SYLLABLE HAN
A54E  ; [.42CF.0020.0002] # VAI SYLLABLE WA
A54F  ; [.42D0.0020.0002] # VAI SYLLABLE WAN
A550  ; [.42D1.0020.0002] # VAI SYLLABLE PA
A551  ; [.42D2.0020.0002] # VAI SYLLABLE BHA
A552  ; [.42D3.0020.0002] # VAI SYLLABLE BA
A617  ; [.42D3.0020.0004][.438C.0020.0004] # VAI SYMBOL BANG
A553  ; [.42D4.0020.0002] # VAI SYLLABLE MBA
A554  ; [.42D5.0020.0002] # VAI SYLLABLE KPA
A555  ; [.42D6.0020.0002] # VAI SYLLABLE KPAN
A556  ; [.42D7.0020.0002] # VAI SYLLABLE MGBA
A557  ; [.42D8.0020.0002] # VAI SYLLABLE GBA
A558  ; [.42D9.0020.0002] # VAI SYLLABLE FA
A610  ; [.42D9.0020.0004] # VAI SYLLABLE NDOLE FA
A618  ; [.42D9.0020.0004][.438D.0020.0004] # VAI SYMBOL FAA
A559  ; [.42DA.0020.0002] # VAI SYLLABLE VA
A55A  ; [.42DB.0020.0002] # VAI SYLLABLE TA
A619  ; [.42DB.0020.0004][.438D.0020.0004] # VAI SYMBOL TAA
A55B  ; [.42DC.0020.0002] # VAI SYLLABLE THA
A55C  ; [.42DD.0020.0002] # VAI SYLLABLE DHA
A55D  ; [.42DE.0020.0002] # VAI SYLLABLE DHHA
A55E  ; [.42DF.0020.0002] # VAI SYLLABLE LA
A55F  ; [.42E0.0020.0002] # VAI SYLLABLE RA
A560  ; [.42E1.0020.0002] # VAI SYLLABLE DA
A61A  ; [.42E1.0020.0004][.438C.0020.0004] # VAI SYMBOL DANG
A561  ; [.42E2.0020.0002] # VAI SYLLABLE NDA
A562  ; [.42E3.0020.0002] # VAI SYLLABLE SA
A563  ; [.42E4.0020.0002] # VAI SYLLABLE SHA
A564  ; [.42E5.0020.0002] # VAI SYLLABLE ZA
A565  ; [.42E6.0020.0002] # VAI SYLLABLE ZHA
A566  ; [.42E7.0020.0002] # VAI SYLLABLE CA
A567  ; [.42E8.0020.0002] # VAI SYLLABLE JA
A568  ; [.42E9.0020.0002] # VAI SYLLABLE NJA
A569  ; [.42EA.0020.0002] # VAI SYLLABLE YA
A56A  ; [.42EB.0020.0002] # VAI SYLLABLE KA
A611  ; [.42EB.0020.0004] # VAI SYLLABLE NDOLE KA
A56B  ; [.42EC.0020.0002] # VAI SYLLABLE KAN
A56C  ; [.42ED.0020.0002] # VAI SYLLABLE NGGA
A56D  ; [.42EE.0020.0002] # VAI SYLLABLE GA
A56E  ; [.42EF.0020.0002] # VAI SYLLABLE MA
A62A  ; [.42EF.0020.0004] # VAI SYLLABLE NDOLE MA
A56F  ; [.42F0.0020.0002] # VAI SYLLABLE NA
A570  ; [.42F1.0020.0002] # VAI SYLLABLE NYA
A571  ; [.42F2.0020.0002] # VAI SYLLABLE OO
A572  ; [.42F3.0020.0002] # VAI SYLLABLE OON
A573  ; [.42F4.0020.0002] # VAI SYLLABLE HOO
A574  ; [.42F5.0020.0002] # VAI SYLLABLE WOO
A575  ; [.42F6.0020.0002] # VAI SYLLABLE WOON
A576  ; [.42F7.0020.0002] # VAI SYLLABLE POO
A577  ; [.42F8.0020.0002] # VAI SYLLABLE BHOO
A578  ; [.42F9.0020.0002] # VAI SYLLABLE BOO
A579  ; [.42FA.0020.0002] # VAI SYLLABLE MBOO
A57A  ; [.42FB.0020.0002] # VAI SYLLABLE KPOO
A57B  ; [.42FC.0020.0002] # VAI SYLLABLE MGBOO
A57C  ; [.42FD.0020.0002] # VAI SYLLABLE GBOO
A57D  ; [.42FE.0020.0002] # VAI SYLLABLE FOO
A57E  ; [.42FF.0020.0002] # VAI SYLLABLE VOO
A57F  ; [.4300.0020.0002] # VAI SYLLABLE TOO
A580  ; [.4301.0020.0002] # VAI SYLLABLE THOO
A581  ; [.4302.0020.0002] # VAI SYLLABLE DHOO
A582  ; [.4303.0020.0002] # VAI SYLLABLE DHHOO
A583  ; [.4304.0020.0002] # VAI SYLLABLE LOO
A584  ; [.4305.0020.0002] # VAI SYLLABLE ROO
A585  ; [.4306.0020.0002] # VAI SYLLABLE DOO
A61B  ; [.4306.0020.0004][.438C.0020.0004] # VAI SYMBOL DOONG
A586  ; [.4307.0020.0002] # VAI SYLLABLE NDOO
A587  ; [.4308.0020.0002] # VAI SYLLABLE SOO
A612  ; [.4308.0020.0004] # VAI SYLLABLE NDOLE SOO
A588  ; [.4309.0020.0002] # VAI SYLLABLE SHOO
A589  ; [.430A.0020.0002] # VAI SYLLABLE ZOO
A58A  ; [.430B.0020.0002] # VAI SYLLABLE ZHOO
A58B  ; [.430C.0020.0002] # VAI SYLLABLE COO
A58C  ; [.430D.0020.0002] # VAI SYLLABLE JOO
A58D  ; [.430E.0020.0002] # VAI SYLLABLE NJOO
A58E  ; [.430F.0020.0002] # VAI SYLLABLE YOO
A58F  ; [.4310.0020.0002] # VAI SYLLABLE KOO
A590  ; [.4311.0020.0002] # VAI SYLLABLE NGGOO
A591  ; [.4312.0020.0002] # VAI SYLLABLE GOO
A592  ; [.4313.0020.0002] # VAI SYLLABLE MOO
A593  ; [.4314.0020.0002] # VAI SYLLABLE NOO
A594  ; [.4315.0020.0002] # VAI SYLLABLE NYOO
A595  ; [.4316.0020.0002] # VAI SYLLABLE U
A596  ; [.4317.0020.0002] # VAI SYLLABLE UN
A597  ; [.4318.0020.0002] # VAI SYLLABLE HU
A598  ; [.4319.0020.0002] # VAI SYLLABLE HUN
A599  ; [.431A.0020.0002] # VAI SYLLABLE WU
A59A  ; [.431B.0020.0002] # VAI SYLLABLE WUN
A59B  ; [.431C.0020.0002] # VAI SYLLABLE PU
A59C  ; [.431D.0020.0002] # VAI SYLLABLE BHU
A59D  ; [.431E.0020.0002] # VAI SYLLABLE BU
A59E  ; [.431F.0020.0002] # VAI SYLLABLE MBU
A59F  ; [.4320.0020.0002] # VAI SYLLABLE KPU
A5A0  ; [.4321.0020.0002] # VAI SYLLABLE MGBU
A5A1  ; [.4322.0020.0002] # VAI SYLLABLE GBU
A5A2  ; [.4323.0020.0002] # VAI SYLLABLE FU
A5A3  ; [.4324.0020.0002] # VAI SYLLABLE VU
A5A4  ; [.4325.0020.0002] # VAI SYLLABLE TU
A5A5  ; [.4326.0020.0002] # VAI SYLLABLE THU
A5A6  ; [.4327.0020.0002] # VAI SYLLABLE DHU
A5A7  ; [.4328.0020.0002] # VAI SYLLABLE DHHU
A5A8  ; [.4329.0020.0002] # VAI SYLLABLE LU
A5A9  ; [.432A.0020.0002] # VAI SYLLABLE RU
A5AA  ; [.432B.0020.0002] # VAI SYLLABLE DU
A5AB  ; [.432C.0020.0002] # VAI SYLLABLE NDU
A5AC  ; [.432D.0020.0002] # VAI SYLLABLE SU
A5AD  ; [.432E.0020.0002] # VAI SYLLABLE SHU
A5AE  ; [.432F.0020.0002] # VAI SYLLABLE ZU
A5AF  ; [.4330.0020.0002] # VAI SYLLABLE ZHU
A5B0  ; [.4331.0020.0002] # VAI SYLLABLE CU
A5B1  ; [.4332.0020.0002] # VAI SYLLABLE JU
A5B2  ; [.4333.0020.0002] # VAI SYLLABLE NJU
A5B3  ; [.4334.0020.0002] # VAI SYLLABLE YU
A5B4  ; [.4335.0020.0002] # VAI SYLLABLE KU
A61C  ; [.4335.0020.0004][.438C.0020.0004] # VAI SYMBOL KUNG
A5B5  ; [.4336.0020.0002] # VAI SYLLABLE NGGU
A5B6  ; [.4337.0020.0002] # VAI SYLLABLE GU
A5B7  ; [.4338.0020.0002] # VAI SYLLABLE MU
A5B8  ; [.4339.0020.0002] # VAI SYLLABLE NU
A5B9  ; [.433A.0020.0002] # VAI SYLLABLE NYU
A5BA  ; [.433B.0020.0002] # VAI SYLLABLE O
A5BB  ; [.433C.0020.0002] # VAI SYLLABLE ON
A5BC  ; [.433D.0020.0002] # VAI SYLLABLE NGON
A5BD  ; [.433E.0020.0002] # VAI SYLLABLE HO
A5BE  ; [.433F.0020.0002] # VAI SYLLABLE HON
A5BF  ; [.4340.0020.0002] # VAI SYLLABLE WO
A5C0  ; [.4341.0020.0002] # VAI SYLLABLE WON
A5C1  ; [.4342.0020.0002] # VAI SYLLABLE PO
A5C2  ; [.4343.0020.0002] # VAI SYLLABLE BHO
A5C3  ; [.4344.0020.0002] # VAI SYLLABLE BO
A5C4  ; [.4345.0020.0002] # VAI SYLLABLE MBO
A5C5  ; [.4346.0020.0002] # VAI SYLLABLE KPO
A5C6  ; [.4347.0020.0002] # VAI SYLLABLE MGBO
A5C7  ; [.4348.0020.0002] # VAI SYLLABLE GBO
A5C8  ; [.4349.0020.0002] # VAI SYLLABLE GBON
A5C9  ; [.434A.0020.0002] # VAI SYLLABLE FO
A5CA  ; [.434B.0020.0002] # VAI SYLLABLE VO
A5CB  ; [.434C.0020.0002] # VAI SYLLABLE TO
A61D  ; [.434C.0020.0004][.438C.0020.0004] # VAI SYMBOL TONG
A5CC  ; [.434D.0020.0002] # VAI SYLLABLE THO
A5CD  ; [.434E.0020.0002] # VAI SYLLABLE DHO
A5CE  ; [.434F.0020.0002] # VAI SYLLABLE DHHO
A5CF  ; [.4350.0020.0002] # VAI SYLLABLE LO
A5D0  ; [.4351.0020.0002] # VAI SYLLABLE RO
A5D1  ; [.4352.0020.0002] # VAI SYLLABLE DO
A62B  ; [.4352.0020.0004] # VAI SYLLABLE NDOLE DO
A61E  ; [.4352.0020.0004][.438D.0020.0004] # VAI SYMBOL DO-O
A5D2  ; [.4353.0020.0002] # VAI SYLLABLE NDO
A5D3  ; [.4354.0020.0002] # VAI SYLLABLE SO
A5D4  ; [.4355.0020.0002] # VAI SYLLABLE SHO
A5D5  ; [.4356.0020.0002] # VAI SYLLABLE ZO
A5D6  ; [.4357.0020.0002] # VAI SYLLABLE ZHO
A5D7  ; [.4358.0020.0002] # VAI SYLLABLE CO
A5D8  ; [.4359.0020.0002] # VAI SYLLABLE JO
A61F  ; [.4359.0020.0004][.438C.0020.0004] # VAI SYMBOL JONG
A5D9  ; [.435A.0020.0002] # VAI SYLLABLE NJO
A5DA  ; [.435B.0020.0002] # VAI SYLLABLE YO
A5DB  ; [.435C.0020.0002] # VAI SYLLABLE KO
A5DC  ; [.435D.0020.0002] # VAI SYLLABLE NGGO
A5DD  ; [.435E.0020.0002] # VAI SYLLABLE GO
A5DE  ; [.435F.0020.0002] # VAI SYLLABLE MO
A5DF  ; [.4360.0020.0002] # VAI SYLLABLE NO
A5E0  ; [.4361.0020.0002] # VAI SYLLABLE NYO
A5E1  ; [.4362.0020.0002] # VAI SYLLABLE E
A5E2  ; [.4363.0020.0002] # VAI SYLLABLE EN
A5E3  ; [.4364.0020.0002] # VAI SYLLABLE NGEN
A5E4  ; [.4365.0020.0002] # VAI SYLLABLE HE
A5E5  ; [.4366.0020.0002] # VAI SYLLABLE HEN
A5E6  ; [.4367.0020.0002] # VAI SYLLABLE WE
A5E7  ; [.4368.0020.0002] # VAI SYLLABLE WEN
A5E8  ; [.4369.0020.0002] # VAI SYLLABLE PE
A5E9  ; [.436A.0020.0002] # VAI SYLLABLE BHE
A5EA  ; [.436B.0020.0002] # VAI SYLLABLE BE
A5EB  ; [.436C.0020.0002] # VAI SYLLABLE MBE
A5EC  ; [.436D.0020.0002] # VAI SYLLABLE KPE
A5ED  ; [.436E.0020.0002] # VAI SYLLABLE KPEN
A5EE  ; [.436F.0020.0002] # VAI SYLLABLE MGBE
A5EF  ; [.4370.0020.0002] # VAI SYLLABLE GBE
A5F0  ; [.4371.0020.0002] # VAI SYLLABLE GBEN
A5F1  ; [.4372.0020.0002] # VAI SYLLABLE FE
A5F2  ; [.4373.0020.0002] # VAI SYLLABLE VE
A5F3  ; [.4374.0020.0002] # VAI SYLLABLE TE
A5F4  ; [.4375.0020.0002] # VAI SYLLABLE THE
A5F5  ; [.4376.0020.0002] # VAI SYLLABLE DHE
A5F6  ; [.4377.0020.0002] # VAI SYLLABLE DHHE
A5F7  ; [.4378.0020.0002] # VAI SYLLABLE LE
A5F8  ; [.4379.0020.0002] # VAI SYLLABLE RE
A5F9  ; [.437A.0020.0002] # VAI SYLLABLE DE
A5FA  ; [.437B.0020.0002] # VAI SYLLABLE NDE
A5FB  ; [.437C.0020.0002] # VAI SYLLABLE SE
A5FC  ; [.437D.0020.0002] # VAI SYLLABLE SHE
A5FD  ; [.437E.0020.0002] # VAI SYLLABLE ZE
A5FE  ; [.437F.0020.0002] # VAI SYLLABLE ZHE
A5FF  ; [.4380.0020.0002] # VAI SYLLABLE CE
A600  ; [.4381.0020.0002] # VAI SYLLABLE JE
A601  ; [.4382.0020.0002] # VAI SYLLABLE NJE
A602  ; [.4383.0020.0002] # VAI SYLLABLE YE
A603  ; [.4384.0020.0002] # VAI SYLLABLE KE
A604  ; [.4385.0020.0002] # VAI SYLLABLE NGGE
A605  ; [.4386.0020.0002] # VAI SYLLABLE NGGEN
A606  ; [.4387.0020.0002] # VAI SYLLABLE GE
A607  ; [.4388.0020.0002] # VAI SYLLABLE GEN
A608  ; [.4389.0020.0002] # VAI SYLLABLE ME
A609  ; [.438A.0020.0002] # VAI SYLLABLE NE
A60A  ; [.438B.0020.0002] # VAI SYLLABLE NYE
A60B  ; [.438C.0020.0002] # VAI SYLLABLE NG
A60C  ; [.438D.0020.0002] # VAI SYLLABLE LENGTHENER
A6A0  ; [.438E.0020.0002] # BAMUM LETTER A
A6A1  ; [.438F.0020.0002] # BAMUM LETTER KA
A6A2  ; [.4390.0020.0002] # BAMUM LETTER U
A6A3  ; [.4391.0020.0002] # BAMUM LETTER KU
A6A4  ; [.4392.0020.0002] # BAMUM LETTER EE
A6A5  ; [.4393.0020.0002] # BAMUM LETTER REE
A6A6  ; [.4394.0020.0002] # BAMUM LETTER TAE
A6A7  ; [.4395.0020.0002] # BAMUM LETTER O
A6A8  ; [.4396.0020.0002] # BAMUM LETTER NYI
A6A9  ; [.4397.0020.0002] # BAMUM LETTER I
A6AA  ; [.4398.0020.0002] # BAMUM LETTER LA
A6AB  ; [.4399.0020.0002] # BAMUM LETTER PA
A6AC  ; [.439A.0020.0002] # BAMUM LETTER RII
A6AD  ; [.439B.0020.0002] # BAMUM LETTER RIEE
A6AE  ; [.439C.0020.0002] # BAMUM LETTER LEEEE
A6AF  ; [.439D.0020.0002] # BAMUM LETTER MEEEE
